ID,Lugar de Origen,Coordenadas Origen,Lugar de Destino,Coordenadas Destino,Fecha,Hora de Salida,Distancia (km),Tiempo de Viaje (min),velocidad (kmh)
23435,Mercado Bellavista Puno,"-15.8335335,-70.0233376",Salcedo Puno,"-15.8687992,-69.9986595",2024-07-13,09:10:00,7.47,15.94,28.1
23436,Hospital III EsSalud Puno,"-15.8734615,-70.0004113",Instituto Americano de Arte Puno,"-15.836384,-70.027622",2024-11-17,09:46:00,7.16,15.24,28.19
23437,Avenida El Sol Puno,"-15.8458219,-70.0202123",Mirador Kuntur Wasi Puno,"-15.8471356,-70.0299513",2024-09-06,20:22:00,1.46,6.0,14.55
23438,Cementerio Yanamayo Puno,"-15.8096272,-70.0300562",Municipalidad Provincial de Puno,"-15.840283,-70.028314",2024-10-20,05:52:00,5.19,12.0,25.96
23439,Urbanización Salcedo Puno,"-15.8724851,-69.9928585",Gobierno Regional de Puno,"-15.8400211,-70.0276698",2024-07-30,13:02:00,8.11,16.0,30.41
23440,Senati Puno,"-15.8699536,-69.9988485",Cementerio Laykakota Puno,"-15.8492522,-70.0210575",2024-11-26,17:04:00,5.08,12.0,25.38
23441,Cementerio Laykakota Puno,"-15.8492522,-70.0210575",Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",2024-09-12,22:47:00,6.07,12.0,30.36
23442,Urbanización Huajsapata Puno,"-15.842445,-70.032551",Mercado Unión y Dignidad Puno,"-15.840089,-70.0193667",2024-06-20,09:49:00,2.1,6.0,20.97
23443,Plaza Mayor de Puno,"-15.8405942,-70.0279834",Jr. Tarapacá Puno,"-15.83755,-70.029158",2024-07-31,19:38:00,0.57,3.0,11.32
23444,Institución Educativa San Juan Bautista Puno,"-15.840051,-70.0298054",Gobierno Regional de Puno,"-15.8400211,-70.0276698",2024-07-08,06:53:00,0.36,3.0,7.3
23445,Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",Plaza Mayor de Puno,"-15.8405942,-70.0279834",2024-10-27,14:50:00,5.88,12.12,29.11
23446,Terminal Zonal Sur Puno,"-15.8477879,-70.0149008",Avenida El Sol Puno,"-15.8458219,-70.0202123",2024-07-11,20:42:00,0.88,3.0,17.66
23447,Jayllihuaya Puno,"-15.8787471,-69.9751057",Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",2024-11-15,20:59:00,8.48,16.89,30.11
23448,Terminal Zonal Sur Puno,"-15.8477879,-70.0149008",Gran Unidad Escolar San Carlos Puno,"-15.840115,-70.025425",2024-10-10,09:35:00,2.22,6.22,21.46
23449,Instituto Americano de Arte Puno,"-15.836384,-70.027622",Mirador Puma Uta Puno,"-15.8202693,-70.0287285",2024-06-18,12:15:00,2.64,6.0,26.42
23450,Mirador Puma Uta Puno,"-15.8202693,-70.0287285",Colegio Adventista Puno,"-15.8366071,-70.0291852",2024-08-07,23:22:00,2.46,6.57,22.5
23451,Avenida Floral Puno,"-15.8268687,-70.0141471",Plaza Vea Puno,"-15.83636,-70.025604",2024-09-27,20:38:00,2.45,6.0,24.46
23452,Institución Educativa San Juan Bautista Puno,"-15.840051,-70.0298054",Mercado Bellavista Puno,"-15.8335335,-70.0233376",2024-10-16,03:39:00,1.51,6.0,15.07
23453,Mirador Kuntur Wasi Puno,"-15.8471356,-70.0299513",Avenida La Torre Puno,"-15.8336052,-70.0276202",2024-07-29,16:11:00,2.08,6.0,20.79
23454,Plaza Mayor de Puno,"-15.8405942,-70.0279834",Colegio Adventista Puno,"-15.8366071,-70.0291852",2024-09-10,23:58:00,0.64,3.0,12.72
23455,Urbanización Huajsapata Puno,"-15.842445,-70.032551",Parque del Periodista Puno,"-15.839012,-70.023311",2024-06-10,15:57:00,1.46,6.0,14.63
23456,Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",Gobierno Regional de Puno,"-15.8400211,-70.0276698",2024-07-29,05:01:00,6.26,12.16,30.9
23457,Hospital Regional Manuel Núñez Butrón,"-15.841852,-70.021574",Mercado Unión y Dignidad Puno,"-15.840089,-70.0193667",2024-10-18,09:42:00,0.46,3.0,9.2
23458,Colegio María Auxiliadora Puno,"-15.8379872,-70.0329811",Parque del Periodista Puno,"-15.839012,-70.023311",2024-07-08,06:46:00,1.6,6.0,16.0
23459,Universidad Nacional del Altiplano,"-15.8242768,-70.0161264",Avenida El Sol Puno,"-15.8458219,-70.0202123",2024-09-18,22:59:00,3.78,10.0,22.65
23460,Hostal Mirador Korichasca Puno,"-15.8524836,-70.0261856",Puerto Lacustre Puno,"-15.835401,-70.014945",2024-07-15,11:32:00,3.5,10.0,20.99
23461,Plaza Mayor de Puno,"-15.8405942,-70.0279834",Jr. Tarapacá Puno,"-15.83755,-70.029158",2024-07-10,15:27:00,0.54,3.0,10.78
23462,Mirador Kuntur Wasi Puno,"-15.8471356,-70.0299513",Hotel Sonesta Posadas del Inca Puno,"-15.8241171,-70.0050901",2024-10-12,23:47:00,5.76,12.0,28.82
23463,Avenida El Sol Puno,"-15.8458219,-70.0202123",Avenida Floral Puno,"-15.8268687,-70.0141471",2024-10-20,16:47:00,3.48,10.0,20.86
23464,Colegio Adventista Puno,"-15.8366071,-70.0291852",Senati Puno,"-15.8699536,-69.9988485",2024-11-26,13:22:00,7.34,14.6,30.16
23465,Ministerio de Cultura Puno,"-15.842631,-70.028915",Colegio Glorioso San Carlos Puno,"-15.8348219,-70.0245958",2024-11-29,07:43:00,1.46,6.0,14.64
23466,Mercado Unión y Dignidad Puno,"-15.840089,-70.0193667",Urbanización Salcedo Puno,"-15.8724851,-69.9928585",2024-10-10,20:19:00,6.86,13.14,31.31
23467,Avenida El Sol Puno,"-15.8458219,-70.0202123",Hostal Mirador Korichasca Puno,"-15.8524836,-70.0261856",2024-06-14,20:22:00,1.55,6.0,15.53
23468,Plaza Mayor de Puno,"-15.8405942,-70.0279834",Jr. Lima Puno,"-15.838756,-70.02816",2024-11-10,23:47:00,0.28,3.0,5.62
23469,Puerto Lacustre Puno,"-15.835401,-70.014945",Avenida La Torre Puno,"-15.8336052,-70.0276202",2024-09-10,03:06:00,2.1,6.0,21.0
23470,Senati Puno,"-15.8699536,-69.9988485",Hostal Mirador Korichasca Puno,"-15.8524836,-70.0261856",2024-06-01,04:08:00,4.87,10.0,29.21
23472,Plaza Mayor de Puno,"-15.8405942,-70.0279834",Mercado Unión y Dignidad Puno,"-15.840089,-70.0193667",2024-11-08,02:31:00,1.36,6.0,13.57
23473,Universidad Nacional del Altiplano,"-15.8242768,-70.0161264",Jr. Lima Puno,"-15.838756,-70.02816",2024-08-22,08:40:00,3.13,10.0,18.77
23474,Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",Urbanización Huajsapata Puno,"-15.842445,-70.032551",2024-08-11,20:42:00,6.16,12.69,29.12
23475,Plaza Mayor de Puno,"-15.8405942,-70.0279834",Jr. Lima Puno,"-15.838756,-70.02816",2024-07-03,21:38:00,0.28,3.0,5.6
23476,Polideportivo Chanu Chanu Puno,"-15.856024,-70.011223",Parque Pino Puno,"-15.8378073,-70.0280672",2024-07-21,01:01:00,4.13,10.0,24.78
23477,Jr. Lima Puno,"-15.838756,-70.02816",Parque San Román Puno,"-15.841093,-70.029431",2024-10-10,21:45:00,0.46,3.0,9.28
23478,Institución Educativa San Juan Bautista Puno,"-15.840051,-70.0298054",Salcedo Puno,"-15.8687992,-69.9986595",2024-09-06,16:24:00,6.48,12.98,29.96
23479,Urbanización Alto Puno,"-15.814292,-70.031918",Universidad Andina Néstor Cáceres Velásquez Puno,"-15.8421779,-70.0236583",2024-10-16,05:16:00,4.9,10.16,28.93
23480,Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",Avenida Floral Puno,"-15.8268687,-70.0141471",2024-07-16,00:37:00,3.09,10.0,18.52
23481,Parque Mariátegui Puno,"-15.8393597,-70.0245754",Salcedo Puno,"-15.8687992,-69.9986595",2024-11-22,22:29:00,6.71,12.04,33.42
23482,Institución Educativa San Juan Bautista Puno,"-15.840051,-70.0298054",Polideportivo Chanu Chanu Puno,"-15.856024,-70.011223",2024-09-30,16:48:00,4.1,10.0,24.62
23483,Avenida El Sol Puno,"-15.8458219,-70.0202123",Municipalidad Provincial de Puno,"-15.840283,-70.028314",2024-10-30,21:21:00,1.62,6.0,16.2
23484,Parque Mariátegui Puno,"-15.8393597,-70.0245754",Parque del Periodista Puno,"-15.839012,-70.023311",2024-08-08,08:32:00,0.2,3.0,4.0
23485,Gran Unidad Escolar San Carlos Puno,"-15.840115,-70.025425",Gobierno Regional de Puno,"-15.8400211,-70.0276698",2024-07-22,10:58:00,0.37,3.0,7.42
23486,Cementerio Yanamayo Puno,"-15.8096272,-70.0300562",Plaza Vea Puno,"-15.83636,-70.025604",2024-08-29,20:01:00,4.7,10.42,27.05
23487,Mercado Unión y Dignidad Puno,"-15.840089,-70.0193667",Parque del Periodista Puno,"-15.839012,-70.023311",2024-09-16,09:41:00,0.68,3.0,13.54
23488,Polideportivo Chanu Chanu Puno,"-15.856024,-70.011223",Hotel Sonesta Posadas del Inca Puno,"-15.8241171,-70.0050901",2024-11-03,03:48:00,5.13,12.0,25.67
23489,Hotel Sonesta Posadas del Inca Puno,"-15.8241171,-70.0050901",Jr. Los Incas Puno,"-15.836837,-70.024882",2024-09-26,04:36:00,3.64,10.0,21.82
23490,Universidad Nacional del Altiplano,"-15.8242768,-70.0161264",Plaza Vea Puno,"-15.83636,-70.025604",2024-11-09,08:41:00,2.35,6.0,23.48
23491,Hotel Sonesta Posadas del Inca Puno,"-15.8241171,-70.0050901",Centro de Salud Metropolitano Puno,"-15.8434283,-70.0213117",2024-11-20,12:12:00,3.88,10.0,23.31
23492,Plaza Vea Puno,"-15.83636,-70.025604",Urbanización Bellavista Puno,"-15.832755,-70.022242",2024-11-21,03:16:00,0.78,3.0,15.66
23493,Jr. Lima Puno,"-15.838756,-70.02816",Urbanización Alto Puno,"-15.814292,-70.031918",2024-07-06,13:22:00,4.24,10.0,25.41
23494,Cementerio Laykakota Puno,"-15.8492522,-70.0210575",Municipalidad Provincial de Puno,"-15.840283,-70.028314",2024-10-29,01:49:00,1.97,6.0,19.66
23495,Avenida Floral Puno,"-15.8268687,-70.0141471",Av. Costanera Puno,"-15.8399095,-70.0176539",2024-11-16,15:20:00,2.19,6.0,21.94
23496,Hotel Sonesta Posadas del Inca Puno,"-15.8241171,-70.0050901",Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",2024-10-16,20:43:00,1.83,6.0,18.31
23497,Municipalidad Provincial de Puno,"-15.840283,-70.028314",Avenida El Sol Puno,"-15.8458219,-70.0202123",2024-09-26,09:07:00,1.62,6.0,16.22
23498,Centro de Salud Metropolitano Puno,"-15.8434283,-70.0213117",Puerto Lacustre Puno,"-15.835401,-70.014945",2024-09-14,21:33:00,1.6,6.0,16.05
23499,Avenida La Torre Puno,"-15.8336052,-70.0276202",Urbanización Huajsapata Puno,"-15.842445,-70.032551",2024-09-17,01:13:00,1.68,6.0,16.79
23500,Puerto Lacustre Puno,"-15.835401,-70.014945",Hostal Mirador Korichasca Puno,"-15.8524836,-70.0261856",2024-10-08,05:31:00,3.45,10.0,20.72
23501,Polideportivo Chanu Chanu Puno,"-15.856024,-70.011223",Gobierno Regional de Puno,"-15.8400211,-70.0276698",2024-10-20,10:34:00,3.77,10.0,22.64
23502,Mercado Bellavista Puno,"-15.8335335,-70.0233376",Municipalidad Provincial de Puno,"-15.840283,-70.028314",2024-09-29,00:58:00,1.46,6.0,14.65
23503,Hotel Sonesta Posadas del Inca Puno,"-15.8241171,-70.0050901",Municipalidad Provincial de Puno,"-15.840283,-70.028314",2024-11-23,06:29:00,4.42,10.0,26.51
23504,Hospital III EsSalud Puno,"-15.8734615,-70.0004113",Senati Puno,"-15.8699536,-69.9988485",2024-11-13,18:58:00,0.66,3.0,13.28
23505,Jayllihuaya Puno,"-15.8787471,-69.9751057",Parque del Niño Puno,"-15.858797,-70.012071",2024-07-09,19:33:00,6.7,12.0,33.49
23506,Puerto Lacustre Puno,"-15.835401,-70.014945",Parque Pino Puno,"-15.8378073,-70.0280672",2024-11-22,19:27:00,2.06,6.0,20.57
23507,Parque del Periodista Puno,"-15.839012,-70.023311",Mirador Puma Uta Puno,"-15.8202693,-70.0287285",2024-06-17,06:35:00,3.03,10.0,18.19
23508,Parque Pino Puno,"-15.8378073,-70.0280672",Av. Costanera Puno,"-15.8399095,-70.0176539",2024-07-05,04:44:00,1.69,6.0,16.9
23509,Jayllihuaya Puno,"-15.8787471,-69.9751057",Urbanización Chanu Chanu Puno,"-15.8603257,-70.013686",2024-11-05,17:27:00,6.58,13.35,29.58
23510,Senati Puno,"-15.8699536,-69.9988485",Urbanización Salcedo Puno,"-15.8724851,-69.9928585",2024-09-10,10:13:00,0.99,3.47,17.12
23511,Colegio Adventista Puno,"-15.8366071,-70.0291852",Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",2024-11-01,22:50:00,6.23,12.76,29.31
23512,Hospital Regional Manuel Núñez Butrón,"-15.841852,-70.021574",Parque Mariátegui Puno,"-15.8393597,-70.0245754",2024-08-07,11:49:00,0.58,3.0,11.62
23513,Puerto Lacustre Puno,"-15.835401,-70.014945",Hotel Sonesta Posadas del Inca Puno,"-15.8241171,-70.0050901",2024-10-13,09:38:00,2.61,6.0,26.14
23515,Urbanización Huajsapata Puno,"-15.842445,-70.032551",Jr. Tarapacá Puno,"-15.83755,-70.029158",2024-07-12,23:56:00,0.93,3.0,18.56
23516,Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",Parque Pino Puno,"-15.8378073,-70.0280672",2024-06-25,15:33:00,5.66,12.0,28.32
23517,Puerto Lacustre Puno,"-15.835401,-70.014945",Urbanización Bellavista Puno,"-15.832755,-70.022242",2024-11-20,22:58:00,1.16,6.0,11.62
23518,Municipalidad Provincial de Puno,"-15.840283,-70.028314",Urbanización Bellavista Puno,"-15.832755,-70.022242",2024-08-05,18:21:00,1.46,6.0,14.65
23519,Plaza Mayor de Puno,"-15.8405942,-70.0279834",Urbanización Chanu Chanu Puno,"-15.8603257,-70.013686",2024-10-26,06:27:00,3.82,10.0,22.94
23520,Salcedo Puno,"-15.8687992,-69.9986595",Terminal Terrestre Puno,"-15.843678,-70.017225",2024-06-02,16:33:00,5.31,12.0,26.53
23521,Jr. Lima Puno,"-15.838756,-70.02816",Plaza Mayor de Puno,"-15.8405942,-70.0279834",2024-08-13,01:56:00,0.3,3.0,5.9
23522,Instituto Americano de Arte Puno,"-15.836384,-70.027622",Universidad Nacional del Altiplano,"-15.8242768,-70.0161264",2024-11-24,07:38:00,2.78,6.28,26.53
23523,Hospital III EsSalud Puno,"-15.8734615,-70.0004113",Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",2024-10-15,19:49:00,7.57,15.97,28.44
23524,Instituto Americano de Arte Puno,"-15.836384,-70.027622",Colegio Glorioso San Carlos Puno,"-15.8348219,-70.0245958",2024-07-17,12:08:00,0.54,3.0,10.78
23525,Plaza Mayor de Puno,"-15.8405942,-70.0279834",Puerto Lacustre Puno,"-15.835401,-70.014945",2024-08-26,21:22:00,2.25,6.0,22.48
23526,Estadio Enrique Torres Belón,"-15.8370214,-70.0219969",Mercado Laykakota Puno,"-15.8465279,-70.0207765",2024-11-26,14:13:00,1.59,6.0,15.94
23527,Parque San Román Puno,"-15.841093,-70.029431",Senati Puno,"-15.8699536,-69.9988485",2024-09-18,21:30:00,7.13,14.1,30.36
23528,Plaza Mayor de Puno,"-15.8405942,-70.0279834",Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",2024-07-11,23:50:00,5.44,12.0,27.22
23529,Plaza Vea Puno,"-15.83636,-70.025604",Plaza Mayor de Puno,"-15.8405942,-70.0279834",2024-06-09,09:37:00,0.84,3.0,16.72
23530,Terminal Terrestre Puno,"-15.843678,-70.017225",Hostal Mirador Korichasca Puno,"-15.8524836,-70.0261856",2024-09-01,19:32:00,1.98,6.0,19.82
23531,Mercado Unión y Dignidad Puno,"-15.840089,-70.0193667",Urbanización Chanu Chanu Puno,"-15.8603257,-70.013686",2024-06-12,18:34:00,3.66,10.0,21.94
23532,Hospital III EsSalud Puno,"-15.8734615,-70.0004113",Universidad Andina Néstor Cáceres Velásquez Puno,"-15.8421779,-70.0236583",2024-11-01,05:50:00,6.71,12.55,32.07
23533,Hospital Regional Manuel Núñez Butrón,"-15.841852,-70.021574",Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",2024-06-11,18:23:00,5.28,12.0,26.42
23534,Institución Educativa San Juan Bautista Puno,"-15.840051,-70.0298054",Puerto Lacustre Puno,"-15.835401,-70.014945",2024-06-17,15:51:00,2.5,6.95,21.57
23535,Jr. Lima Puno,"-15.838756,-70.02816",Mercado Laykakota Puno,"-15.8465279,-70.0207765",2024-09-21,11:05:00,1.64,6.0,16.36
23536,Jayllihuaya Puno,"-15.8787471,-69.9751057",Plaza Vea Puno,"-15.83636,-70.025604",2024-07-06,04:24:00,10.01,16.42,36.59
23537,Cementerio Laykakota Puno,"-15.8492522,-70.0210575",Instituto Americano de Arte Puno,"-15.836384,-70.027622",2024-10-02,08:25:00,2.37,6.0,23.74
23538,Ministerio de Cultura Puno,"-15.842631,-70.028915",Parque Mariátegui Puno,"-15.8393597,-70.0245754",2024-11-08,01:34:00,0.88,3.0,17.64
23539,Mirador Kuntur Wasi Puno,"-15.8471356,-70.0299513",Hostal Mirador Korichasca Puno,"-15.8524836,-70.0261856",2024-09-14,15:36:00,1.05,6.0,10.51
23540,Plaza Vea Puno,"-15.83636,-70.025604",Avenida El Sol Puno,"-15.8458219,-70.0202123",2024-07-11,13:59:00,1.81,6.0,18.07
23541,Colegio Glorioso San Carlos Puno,"-15.8348219,-70.0245958",Puerto Lacustre Puno,"-15.835401,-70.014945",2024-11-21,02:10:00,1.49,6.0,14.93
23542,Polideportivo Chanu Chanu Puno,"-15.856024,-70.011223",Gran Unidad Escolar San Carlos Puno,"-15.840115,-70.025425",2024-09-28,19:09:00,3.3,10.0,19.81
23544,Plaza Vea Puno,"-15.83636,-70.025604",Hospital III EsSalud Puno,"-15.8734615,-70.0004113",2024-06-17,08:12:00,7.27,15.12,28.84
23545,Hospital Regional Manuel Núñez Butrón,"-15.841852,-70.021574",Jayllihuaya Puno,"-15.8787471,-69.9751057",2024-09-15,13:03:00,8.75,16.85,31.16
23546,Avenida El Sol Puno,"-15.8458219,-70.0202123",Jr. Los Incas Puno,"-15.836837,-70.024882",2024-07-28,10:04:00,1.58,6.0,15.8
23547,Avenida Floral Puno,"-15.8268687,-70.0141471",Instituto Americano de Arte Puno,"-15.836384,-70.027622",2024-06-17,12:30:00,2.76,6.65,24.9
23548,Salcedo Puno,"-15.8687992,-69.9986595",Puerto Lacustre Puno,"-15.835401,-70.014945",2024-08-16,17:52:00,6.15,13.08,28.22
23549,Puerto Lacustre Puno,"-15.835401,-70.014945",Terminal Terrestre Puno,"-15.843678,-70.017225",2024-08-03,04:25:00,1.49,6.0,14.91
23550,Gran Unidad Escolar San Carlos Puno,"-15.840115,-70.025425",Colegio María Auxiliadora Puno,"-15.8379872,-70.0329811",2024-08-01,17:30:00,1.23,6.0,12.27
23551,Jr. Lima Puno,"-15.838756,-70.02816",Instituto de Educación Superior Tecnológico Público Puno,"-15.882774,-69.999663",2024-09-08,03:03:00,8.72,17.65,29.64
23552,Jr. Los Incas Puno,"-15.836837,-70.024882",Plaza Mayor de Puno,"-15.8405942,-70.0279834",2024-10-11,17:10:00,0.74,3.0,14.76
23553,Hotel Sonesta Posadas del Inca Puno,"-15.8241171,-70.0050901",Salcedo Puno,"-15.8687992,-69.9986595",2024-10-26,03:51:00,7.54,15.08,30.01
23554,Cementerio Yanamayo Puno,"-15.8096272,-70.0300562",Puerto Lacustre Puno,"-15.835401,-70.014945",2024-08-05,09:57:00,5.08,12.0,25.39
23555,Plaza Vea Puno,"-15.83636,-70.025604",Urbanización Alto Puno,"-15.814292,-70.031918",2024-10-30,23:23:00,3.99,10.0,23.94
23556,Instituto Americano de Arte Puno,"-15.836384,-70.027622",Mirador Puma Uta Puno,"-15.8202693,-70.0287285",2024-07-12,13:06:00,2.86,7.46,22.96
23557,Municipalidad Provincial de Puno,"-15.840283,-70.028314",Jr. Lima Puno,"-15.838756,-70.02816",2024-09-19,09:33:00,0.27,3.0,5.44
23558,Hospital Regional Manuel Núñez Butrón,"-15.841852,-70.021574",Hotel Libertador Lago Titicaca Puno,"-15.827961,-69.993105",2024-09-08,16:29:00,5.03,12.0,25.14
23559,Plaza Mayor de Puno,"-15.8405942,-70.0279834",Parque Pino Puno,"-15.8378073,-70.0280672",2024-10-01,20:26:00,0.44,3.0,8.9
23560,Parque del Niño Puno,"-15.858797,-70.012071",Cementerio Laykakota Puno,"-15.8492522,-70.0210575",2024-11-01,17:45:00,2.2,6.0,22.01
23561,Hostal Mirador Korichasca Puno,"-15.8524836,-70.0261856",Mirador Kuntur Wasi Puno,"-15.8471356,-70.0299513",2024-11-07,03:30:00,1.0,6.0,10.05
23562,Colegio María Auxiliadora Puno,"-15.8379872,-70.0329811",Cementerio Laykakota Puno,"-15.8492522,-70.0210575",2024-08-26,00:50:00,2.5,6.2,24.23
23563,Puerto Lacustre Puno,"-15.835401,-70.014945",Urbanización Salcedo Puno,"-15.8724851,-69.9928585",2024-10-14,20:43:00,6.93,13.73,30.28
23564,Plaza Vea Puno,"-15.83636,-70.025604",Gran Unidad Escolar San Carlos Puno,"-15.840115,-70.025425",2024-06-14,08:52:00,0.61,3.0,12.16
23565,Senati Puno,"-15.8699536,-69.9988485",Parque del Periodista Puno,"-15.839012,-70.023311",2024-06-27,22:59:00,6.91,12.41,33.41
23566,Plaza Vea Puno,"-15.83636,-70.025604",Gran Unidad Escolar San Carlos Puno,"-15.840115,-70.025425",2024-10-21,04:11:00,0.59,3.0,11.76
23567,Puerto Lacustre Puno,"-15.835401,-70.014945",Jr. Lima Puno,"-15.838756,-70.02816",2024-08-07,03:26:00,2.02,6.0,20.25
23568,Cementerio Yanamayo Puno,"-15.8096272,-70.0300562",Jr. Lima Puno,"-15.838756,-70.02816",2024-10-30,16:48:00,4.59,10.0,27.56
23569,Terminal Terrestre Puno,"-15.843678,-70.017225",Mirador Puma Uta Puno,"-15.8202693,-70.0287285",2024-08-18,20:58:00,3.94,10.0,23.67
23570,Puerto Lacustre Puno,"-15.835401,-70.014945",Mirador Puma Uta Puno,"-15.8202693,-70.0287285",2024-08-23,04:05:00,3.1,10.0,18.57
23571,Cementerio Yanamayo Puno,"-15.8096272,-70.0300562",Colegio María Auxiliadora Puno,"-15.8379872,-70.0329811",2024-08-16,13:47:00,4.98,11.43,26.14
23572,Colegio Adventista Puno,"-15.8366071,-70.0291852",Hotel Sonesta Posadas del Inca Puno,"-15.8241171,-70.0050901",2024-11-12,22:59:00,4.03,10.0,24.17
23573,Plaza Vea Puno,"-15.83636,-70.025604",Parque del Periodista Puno,"-15.839012,-70.023311",2024-10-26,11:44:00,0.52,3.0,10.44
23575,Parque Pino Puno,"-15.8378073,-70.0280672",Ministerio de Cultura Puno,"-15.842631,-70.028915",2024-11-03,22:48:00,0.78,3.0,15.5
23576,Hostal Mirador Korichasca Puno,"-15.8524836,-70.0261856",Instituto Americano de Arte Puno,"-15.836384,-70.027622",2024-11-18,03:21:00,2.79,7.56,22.16
23577,Estadio Enrique Torres Belón,"-15.8370214,-70.0219969",Urbanización Bellavista Puno,"-15.832755,-70.022242",2024-09-09,06:57:00,0.71,3.0,14.14
23578,Colegio Adventista Puno,"-15.8366071,-70.0291852",Salcedo Puno,"-15.8687992,-69.9986595",2024-11-05,18:55:00,6.81,13.1,31.17
23579,Terminal Terrestre Puno,"-15.843678,-70.017225",Mercado Bellavista Puno,"-15.8335335,-70.0233376",2024-11-01,19:35:00,2.04,6.0,20.4
23580,Mercado Bellavista Puno,"-15.8335335,-70.0233376",Hospital III EsSalud Puno,"-15.8734615,-70.0004113",2024-06-20,23:47:00,7.3,14.25,30.74
23581,Polideportivo Chanu Chanu Puno,"-15.856024,-70.011223",Mercado Laykakota Puno,"-15.8465279,-70.0207765",2024-09-29,00:38:00,2.07,6.0,20.7
23582,Instituto de Educación Superior Tecnológico Público Puno,"-15.882774,-69.999663",Avenida Floral Puno,"-15.8268687,-70.0141471",2024-09-01,07:06:00,9.22,17.0,32.53
23583,Parque Pino Puno,"-15.8378073,-70.0280672",Senati Puno,"-15.8699536,-69.9988485",2024-10-16,01:48:00,7.55,16.14,28.08
23584,Avenida El Sol Puno,"-15.8458219,-70.0202123",Mercado Bellavista Puno,"-15.8335335,-70.0233376",2024-10-24,04:57:00,2.17,6.0,21.71
23585,Universidad Andina Néstor Cáceres Velásquez Puno,"-15.8421779,-70.0236583",Senati Puno,"-15.8699536,-69.9988485",2024-06-21,18:29:00,6.2,13.28,27.99
23586,Centro de Salud Metropolitano Puno,"-15.8434283,-70.0213117",Municipalidad Provincial de Puno,"-15.840283,-70.028314",2024-09-07,18:57:00,1.24,6.0,12.35
23587,Cementerio Yanamayo Puno,"-15.8096272,-70.0300562",Gran Unidad Escolar San Carlos Puno,"-15.840115,-70.025425",2024-08-08,12:39:00,5.38,12.0,26.9
